2019-01-01,GABRIEL,NFL,HONAUT
2019-01-02,GABRIEL,IPCALAB,CESC
2019-01-03,DEN,CESC,GUJALKALI
2019-01-04,IDBI,ASIANPAINT,CRISIL
2019-01-07,CIPLA,YESBANK,GIPCL
2019-01-08,AMRUTANJAN,NAUKRI,HTMEDIA
2019-01-09,SUNDRMFAST,JBCHEPHARM,ICICIBANK
2019-01-10,HINDALCO,ZENSARTECH,63MOONS
2019-01-11,ICRA,PATELENG,TORNTPOWER
2019-01-14,ANANTRAJ,NAHARSPING,HEROMOTOCO
2019-01-15,NFL,NESCO,OIL
2019-01-16,JBCHEPHARM,CESC,NHPC
2019-01-17,EMAMILTD,CLNINDIA,BALMLAWRIE
2019-01-18,ASHOKLEY,OIL,SURYAROSNI
2019-01-21,EMAMILTD,ANANTRAJ,DEN
2019-01-22,SHRIRAMCIT,MARUTI,OIL
2019-01-23,PEL,ICICIBANK,IRB
2019-01-24,LT,DISHTV,SANGAMIND
2019-01-25,UNICHEMLAB,DALMIASUG,ADANIENT
2019-01-28,INGERRAND,NESCO,DELTACORP
2019-01-29,DELTACORP,KPRMILL,IGL
2019-01-30,WELSPUNIND,DELTACORP,KTKBANK
2019-01-31,GLOBUSSPR,HONAUT,AARTIDRUGS
2019-02-01,SUNDRMFAST,LT,MADRASFERT
2019-02-04,FEDERALBNK,APOLLOHOSP,INFY
2019-02-05,FEDERALBNK,DIGISPICE,GABRIEL
2019-02-06,SHRIRAMCIT,CLNINDIA,DEN
2019-02-07,HEROMOTOCO,MANGCHEFER,ALEMBICLTD
2019-02-08,VENKEYS,TORNTPHARM,CENTENKA
2019-02-11,SHRIRAMCIT,DEN,VSTIND
2019-02-12,SCHAEFFLER,GILLETTE,POONAWALLA
2019-02-13,GODREJIND,HEROMOTOCO,SUNDRMFAST
2019-02-14,POONAWALLA,HEROMOTOCO,ZENSARTECH
2019-02-15,HEROMOTOCO,MAHSEAMLES,SHRIRAMCIT
2019-02-18,NFL,SHRIRAMCIT,NCC
2019-02-19,DIGISPICE,POONAWALLA,IFBAGRO
2019-02-20,TRIVENI,63MOONS,JINDALSTEL
2019-02-21,J&KBANK,DHANI,YESBANK
2019-02-22,KALPATPOWR,DHANI,SUNDRMFAST
2019-02-25,KAJARIACER,BHARTIARTL,TIMKEN
2019-02-26,INFY,M&M,MAHINDCIE
2019-02-27,IFBAGRO,CESC,POONAWALLA
2019-02-28,ORIENTPPR,TATAMOTORS,JBCHEPHARM
2019-03-01,DHANI,INDORAMA,ORIENTPPR
2019-03-05,BALMLAWRIE,FIEMIND,DISHTV
2019-03-06,ONGC,THOMASCOOK,SUNDRMFAST
2019-03-07,BANKBARODA,DEN,AXISBANK
2019-03-08,SHRIRAMCIT,DEN,IGL
2019-03-11,TORNTPOWER,DREDGECORP,HTMEDIA
2019-03-12,DHANI,INDORAMA,SHRIRAMCIT
2019-03-13,MOREPENLAB,IOC,FEDERALBNK
2019-03-14,EVEREADY,TATACOMM,NUCLEUS
2019-03-15,EIDPARRY,IOC,ADANIENT
2019-03-18,BINDALAGRO,AXISBANK,INGERRAND
2019-03-19,IOC,LT,VIPIND
2019-03-20,IOC,CIPLA,SURYAROSNI
2019-03-22,SAREGAMA,NXTDIGITAL,INDIACEM
2019-03-25,DCW,SOUTHBANK,63MOONS
2019-03-26,IOC,SOUTHBANK,EKC
2019-03-27,UFLEX,MOTILALOFS,IOC
2019-03-28,BALMLAWRIE,DIGISPICE,SAREGAMA
2019-03-29,DHANI,GABRIEL,HSCL
2019-04-01,ACC,DIGISPICE,NESCO
2019-04-02,NXTDIGITAL,BINDALAGRO,LICHSGFIN
2019-04-03,TATAPOWER,RELIANCE,LT
2019-04-04,ITI,INDORAMA,FEDERALBNK
2019-04-05,HINDUNILVR,INDORAMA,THOMASCOOK
2019-04-08,VSTIND,INDIACEM,CGPOWER
2019-04-09,63MOONS,GEOJITFSL,HINDALCO
2019-04-10,VTL,TITAN,BAJAJ-AUTO
2019-04-11,ALEMBICLTD,HIMATSEIDE,GEOJITFSL
2019-04-12,VSTIND,63MOONS,VAKRANGEE
2019-04-15,ICRA,63MOONS,OIL
2019-04-16,SOTL,INDIACEM,HUHTAMAKI
2019-04-18,INDIACEM,EIDPARRY,OIL
2019-04-22,ELGIEQUIP,ASHAPURMIN,SOTL
2019-04-23,CHOLAFIN,IOC,INDIACEM
2019-04-24,SHRIRAMCIT,BHARTIARTL,SUNPHARMA
2019-04-25,BRIGADE,BGRENERGY,BHARTIARTL
2019-04-26,IRB,SHRIRAMCIT,SUVEN
2019-04-30,BINDALAGRO,ASIANPAINT,POONAWALLA
2019-05-02,BINDALAGRO,63MOONS,IRB
2019-05-03,ASHAPURMIN,DHANI,HEG
2019-05-06,TITAN,NATCOPHARM,BINDALAGRO
2019-05-07,SHRIRAMCIT,TITAN,TATAMETALI
2019-05-08,BINDALAGRO,SHRIRAMCIT,BRIGADE
2019-05-09,DHANI,GMDCLTD,TATAMETALI
2019-05-10,TATAINVEST,MOTILALOFS,HTMEDIA
2019-05-13,INFY,GESHIP,DCBBANK
2019-05-14,BGRENERGY,SHRIRAMCIT,STLTECH
2019-05-15,DALMIASUG,UNICHEMLAB,IRB
2019-05-16,IRB,NUCLEUS,RIIL
2019-05-17,INDIACEM,TANLA,PIDILITIND
2019-05-20,GICHSGFIN,BIRLACORPN,DHANI
2019-05-21,TORNTPOWER,TAJGVK,JKCEMENT
2019-05-22,HTMEDIA,NESCO,JBCHEPHARM
2019-05-23,EMAMILTD,ICRA,MMFL
2019-05-24,IRB,HTMEDIA,HIL
2019-05-27,HTMEDIA,JSWHL,RPOWER
2019-05-28,EMAMILTD,J&KBANK,SARDAEN
2019-05-29,TCS,TATAMETALI,IFBIND
2019-05-30,DIGISPICE,MANGCHEFER,SANOFI
2019-05-31,ICRA,NFL,UNICHEMLAB
2019-06-03,BIRLACORPN,RCOM,GSPL
2019-06-04,RPGLIFE,TATAMETALI,DEN
2019-06-06,PFOCUS,DEN,NAVINFLUOR
2019-06-07,NESCO,BINDALAGRO,JAICORPLTD
2019-06-10,HDFCBANK,FACT,SOTL
2019-06-11,TORNTPOWER,HDFCBANK,RPGLIFE
2019-06-12,TATAMETALI,MTNL,NESCO
2019-06-13,BIRLACORPN,MANGLMCEM,TORNTPOWER
2019-06-14,LT,UNICHEMLAB,HTMEDIA
2019-06-17,UNICHEMLAB,KTKBANK,NMDC
2019-06-18,CESC,ADORWELD,TATACOMM
2019-06-19,TVSSRICHAK,ITC,ANANTRAJ
2019-06-20,BIRLACORPN,PATELENG,SHREECEM
2019-06-21,AIAENG,MTNL,DIGISPICE
2019-06-24,JBCHEPHARM,JINDRILL,ONMOBILE
2019-06-25,TVSSRICHAK,JBCHEPHARM,VIMTALABS
2019-06-26,MMFL,BIRLACORPN,ANANTRAJ
2019-06-27,JBCHEPHARM,DIGISPICE,BINDALAGRO
2019-06-28,HSCL,GPIL,HBLPOWER
2019-07-01,TRENT,TVSSRICHAK,DHANI
2019-07-02,DHANI,GRAPHITE,CESC
2019-07-03,DHANI,RPOWER,JBCHEPHARM
2019-07-04,TIDEWATER,ZEEL,NESCO
2019-07-05,NESCO,NAHARSPING,BALMLAWRIE
2019-07-08,DHANI,JISLJALEQS,BLUESTARCO
2019-07-09,SASKEN,CGPOWER,JISLJALEQS
2019-07-10,JBCHEPHARM,CESC,DHANI
2019-07-11,DHANI,AXISBANK,SHANTIGEAR
2019-07-12,DHANI,JBCHEPHARM,CESC
2019-07-15,JBCHEPHARM,DHANI,AXISBANK
2019-07-16,NTPC,JKCEMENT,BFUTILITIE
2019-07-17,TTML,TORNTPOWER,VSTIND
2019-07-18,RENUKA,TORNTPOWER,AXISBANK
2019-07-19,AXISBANK,JBCHEPHARM,BINDALAGRO
2019-07-22,JBCHEPHARM,TRIVENI,GLENMARK
2019-07-23,CGPOWER,ANANTRAJ,RPOWER
2019-07-24,UBL,JBCHEPHARM,ANANTRAJ
2019-07-25,AXISBANK,UBL,JISLJALEQS
2019-07-26,DWARKESH,CESC,BGRENERGY
2019-07-29,JAYAGROGN,ANANTRAJ,BRITANNIA
2019-07-30,CESC,NAHARSPING,DHAMPURSUG
2019-07-31,CESC,SUNDRMFAST,LT
2019-08-01,RELIANCE,TORNTPOWER,DELTACORP
2019-08-02,NXTDIGITAL,AEGISCHEM,TORNTPOWER
2019-08-05,NXTDIGITAL,PURVA,GRINDWELL
2019-08-06,NXTDIGITAL,SHILPAMED,BGRENERGY
2019-08-07,DIGISPICE,BGRENERGY,TATAPOWER
2019-08-08,PURVA,GRINDWELL,CIPLA
2019-08-09,SPARC,GTLINFRA,SUNDRMFAST
2019-08-13,TVSMOTOR,EIHOTEL,RAMCOIND
2019-08-14,PHOENIXLTD,INDUSINDBK,TATAPOWER
2019-08-16,PHOENIXLTD,DIVISLAB,TTML
2019-08-19,PHOENIXLTD,DIGISPICE,ITI
2019-08-20,PHOENIXLTD,SAIL,CGPOWER
2019-08-21,PHOENIXLTD,SHRIRAMCIT,DIGISPICE
2019-08-22,PHOENIXLTD,IFBIND,DIGISPICE
2019-08-23,DISHTV,GTLINFRA,IRB
2019-08-26,NFL,BIRLACORPN,INDIACEM
2019-08-27,BIRLACORPN,INDIACEM,MAHSEAMLES
2019-08-28,BANKINDIA,MAHSEAMLES,EIDPARRY
2019-08-29,EIDPARRY,PRAJIND,GABRIEL
2019-08-30,PRAJIND,CGPOWER,KAJARIACER
2019-09-03,PRAJIND,GMRINFRA,POONAWALLA
2019-09-04,SARDAEN,GMRINFRA,IRB
2019-09-05,GMRINFRA,GPIL,SURYAROSNI
2019-09-06,HIL,HSCL,CGPOWER
2019-09-09,TATAPOWER,GMRINFRA,EIDPARRY
2019-09-11,GMRINFRA,CGPOWER,ASTRAL
2019-09-12,NCC,USHAMART,SOUTHBANK
2019-09-13,VTL,MAHSEAMLES,KOLTEPATIL
2019-09-16,APOLLOHOSP,BGRENERGY,EKC
2019-09-17,NCLIND,TATAINVEST,THERMAX
2019-09-18,THERMAX,TATAPOWER,HSCL
2019-09-19,DEN,THERMAX,BIRLACORPN
2019-09-20,THERMAX,INDIACEM,APOLLOHOSP
2019-09-23,YESBANK,THERMAX,INDIACEM
2019-09-24,YESBANK,INDIACEM,BAJAJ-AUTO
2019-09-25,INDIACEM,NCLIND,INDORAMA
2019-09-26,NCLIND,YESBANK,BGRENERGY
2019-09-27,INDIACEM,GSPL,INDORAMA
2019-09-30,NCLIND,INDIACEM,YESBANK
2019-10-01,YESBANK,NCLIND,JSL
2019-10-03,SPARC,ENIL,JSL
2019-10-04,MANALIPETC,HCL-INSYS,SPARC
2019-10-07,HCL-INSYS,INDIACEM,SPARC
2019-10-09,ANANTRAJ,SPARC,IOC
2019-10-10,ANANTRAJ,INDIACEM,DCW
2019-10-11,FIEMIND,INDIACEM,MANALIPETC
2019-10-14,BIRLACORPN,3IINFOLTD,VENKEYS
2019-10-15,VEDL,ITI,TATAELXSI
2019-10-16,VEDL,ZFCVINDIA,GUJALKALI
2019-10-17,VEDL,GPIL,INDIACEM
2019-10-18,JKPAPER,ZENSARTECH,NCLIND
2019-10-22,HSCL,DCW,FIEMIND
2019-10-23,DEN,ELGIEQUIP,NFL
2019-10-24,ZFCVINDIA,INOXLEISUR,ASIANPAINT
2019-10-25,DIGISPICE,CGPOWER,CARBORUNIV
2019-10-27,INDIACEM,SUNTECK,CIPLA
2019-10-29,ZYDUSLIFE,BGRENERGY,NELCO
2019-10-30,TVSSRICHAK,TVSMOTOR,KPRMILL
2019-10-31,WIPRO,VIPIND,MANGCHEFER
