Date,RELIANCE,TCS,HDFCBANK,INFY,ICICIBANK,HINDUNILVR,SBIN,BAJFINANCE,HDFC,BHARTIARTL,KOTAKBANK,WIPRO,HCLTECH,ITC,ASIANPAINT,BAJAJFINSV,LT,AXISBANK,MARUTI,TITAN,ADANIENT,SUNPHARMA,ONGC,ULTRACEMCO,JSWSTEEL,ADANIPORTS,TATASTEEL,POWERGRID,VEDL,TECHM,TATAMOTORS,HINDZINC,NTPC,HINDALCO,PIDILITIND,DIVISLAB,IOC,GRASIM,BAJAJ-AUTO,M&M,DABUR,DLF,SHREECEM,SIEMENS,CIPLA,SRF,BPCL,BRITANNIA,GODREJCP,TATAPOWER,INDUSINDBK,HAVELLS,TATACONSUM,DRREDDY,ADANIPOWER,MINDTREE,GAIL,BERGEPAINT,EICHERMOT,APOLLOHOSP,MCDOWELL-N,MPHASIS,AMBUJACEM,CHOLAFIN,UPL,NAUKRI,BANKBARODA,BAJAJHLDNG,TATAELXSI,JINDALSTEL,PEL,BEL,JSWENERGY,PAGEIND,NMDC,TORNTPHARM,PGHH,GODREJPROP,IDBI,HEROMOTOCO,ABB,TRENT,MOTHERSUMI,BOSCHLTD,COLPAL,CANBK,BALKRISIND,VOLTAS,CONCOR,SAIL,ASTRAL,ACC,BIOCON,UBL,AUROPHARMA,PNB,HINDPETRO,ZYDUSLIFE,HONAUT,TATACOMM,AARTIIND,ASHOKLEY,IOB,LUPIN,BHARATFORG,TTML,LINDEINDIA,INDHOTEL,CUMMINSIND,OFSS,YESBANK,SRTRANSFIN,ATUL,SCHAEFFLER,PFC,TVSMOTOR,PETRONET,GLAXO,NHPC,ZEEL,MRF,TRIDENT,COFORGE,IPCALAB,UNIONBANK,IGL,MFSL,SUPREMEIND,OIL,CGPOWER,BATAINDIA,TATACHEM,CRISIL,TORNTPOWER,COROMANDEL,THERMAX,ESCORTS,NATIONALUM,GMRINFRA,3MINDIA,FORTIS,SUNDARMFIN,KPRMILL,POONAWALLA,TANLA,FEDERALBNK,RAJESHEXPO,NAVINFLUOR,VINATIORGA,GRINDWELL,PFIZER,EMAMILTD,LICHSGFIN,M&MFIN,PHOENIXLTD,SUNTV,INDIANB,SUNDRMFAST,BANKINDIA,JKCEMENT,RAMCOCEM,DCMSHRIRAM,CHAMBLFERT,SKFINDIA,SANOFI,BHEL,BLUEDART,KAJARIACER,TIMKEN,CENTRALBK,CENTURYPLY,GILLETTE,AJANTPHARM,GODREJIND,AIAENG,IRB,CARBORUNIV,GSPL,ZFCVINDIA,UCOBANK,NATCOPHARM,BASF,GNFC,EXIDEIND,MOTILALOFS,TV18BRDCST,VTL,ALOKINDS,GLENMARK,BAJAJELEC,JBCHEPHARM,APOLLOTYRE,BRIGADE,RADICO,PVR,TTKPRESTIG,KEI,REDINGTON,MAHABANK,IIFL,SHRIRAMCIT,VIPIND,ASAHIINDIA,LAXMIMACH,CYIENT,JSL,BLUESTARCO,CESC,BALRAMCHIN,MASTEK,IDFC,GRAPHITE,KEC,EIHOTEL,FINPIPE,ZYDUSWELL,CENTURYTEX,CUB,BALAMINES,VGUARD,SAREGAMA,AMARAJABAT,BIRLACORPN,ITI,WELSPUNIND,STLTECH,NETWORK18,ELGIEQUIP,DELTACORP,ALLCARGO,FSL,AKZOINDIA,NLCINDIA,FACT,SUZLON,CANFINHOME,NIITLTD,ZENSARTECH,EIDPARRY,ECLERX,SPARC,SONATSOFTW,POLYPLEX,GRANULES,RENUKA,BEML,TRIVENI,PRAJIND,MRPL,AEGISCHEM,TATAINVEST,DEEPAKFERT,SOBHA,GUJALKALI,RAIN,MAHINDCIE,INDIACEM,INOXLEISUR,CERA,GSFC,JMFINANCIL,SUNTECK,JUBLPHARMA,VAIBHAVGBL,EPL,MAHLIFE,GMDCLTD,GAEL,PRSMJOHNSN,FINCABLES,RAYMOND,JKLAKSHMI,EDELWEISS,KALPATPOWR,GPIL,JYOTHYLAB,SCI,CCL,HEG,GHCL,SHOPERSTOP,JKPAPER,GESHIP,INGERRAND,HIKAL,RCF,JINDALPOLY,JCHAC,KRBL,SUPRAJIT,VSTIND,JPPOWER,TCI,RALLIS,IBREALEST,MHRIL,RPOWER,JSWHL,GREAVESCOT,GLOBUSSPR,UFLEX,WELCORP,FDC,PCBL,HEIDELBERG,HGS,IFBIND,TINPLATE,RELIGARE,NOCIL,USHAMART,ICRA,SARDAEN,TATACOFFEE,AARTIDRUGS,DALMIASUG,NESCO,LAOPALA,WOCKPHARMA,CEATLTD,DHANI,KARURVYSYA,MAHSEAMLES,VAKRANGEE,ENGINERSIN,NCC,DHAMPURSUG,INDOCO,SHILPAMED,SEAMECLTD,TATASTLLP,KSCL,COSMOFILMS,INDIAGLYCO,HSCL,NILKAMAL,VENKEYS,J&KBANK,DISHTV,ARVIND,HIL,RELINFRA,HINDOILEXP,JKTYRE,JINDALSAW,RTNPOWER,ACE,PFOCUS,TIRUMALCHM,SELMC,GREENPLY,NFL,THOMASCOOK,EKC,KIRIINDUS,PURVA,DAAWAT,TATAMETALI,EVEREADY,PTC,JISLJALEQS,GOKEX,HCC,DWARKESH,GET&D,IFCI,AMRUTANJAN,SURYAROSNI,GANESHHOUC,TVTODAY,WSTCSTPAPR,JAYNECOIND,DCBBANK,KOLTEPATIL,SUBROS,ANDHRSUGAR,VESUVIUS,NBVENTURES,ATFL,MMFL,JPASSOCIAT,BOMDYEING,NAVNETEDUL,GATI,MUKANDLTD,VOLTAMP,JAICORPLTD,ASTRAMICRO,ANANTRAJ,TIDEWATER,MIRZAINT,BALMLAWRIE,CHENNPETRO,GTLINFRA,MANALIPETC,MARKSANS,ALEMBICLTD,NAHARSPING,UNICHEMLAB,RAMCOIND,BAJAJHIND,SUBEXLTD,DEN,HBLPOWER,KTKBANK,INDORAMA,JAGRAN,ELECTCAST,KABRAEXTRU,MOREPENLAB,NELCO,ELECON,GABRIEL,SWARAJENG,SOUTHBANK,GEOJITFSL,KCP,HIMATSEIDE,NDTV,OMAXE,SPIC,SOTL,TIMETECHNO,MTNL,APTECHT,SHANTIGEAR,SASKEN,NXTDIGITAL,KOPRAN,JMCPROJECT,KESORAMIND,NITINSPIN,HONDAPOWER,63MOONS,TVSSRICHAK,CENTENKA,TWL,INSECTICID,ONMOBILE,NUCLEUS,PATELENG,FIEMIND,SUVEN,RIIL,ASHAPURMIN,BFUTILITIE,TNPL,HUHTAMAKI,SUNFLAG,SANGAMIND,NRBBEARING,GIPCL,PNBGILTS,DCW,MANGLMCEM,CLNINDIA,ZEEMEDIA,TNPETRO,MANGCHEFER,GEPIL,VISAKAIND,BBL,BANCOINDIA,ENIL,RSWM,TAJGVK,RPGLIFE,PANACEABIO,JETAIRWAYS,DREDGECORP,GFLLIMITED,3IINFOLTD,ADORWELD,NCLIND,DVL,MADRASFERT,SANGHVIMOV,HTMEDIA,ARSHIYA,JAYAGROGN,SEPC,RCOM,ISMTLTD,TEXINFRA,ORIENTPPR,BALAJITELE,DIGISPICE,GICHSGFIN,VIMTALABS,JINDRILL,IFBAGRO,KAMDHENU,ADSL,VLSFINANCE,HCL-INSYS,HLVLTD,BLKASHYAP,BGRENERGY,KOKUYOCMLN,BINDALAGRO
2010-01-04,537.75,370.0557,170.57,324.0133,159.9455,264.7,229.12,66.6702,534.87,325.2,205.725,137.183,92.059,84.0794,178.5538,353.1467,751.7341,198.42,1551.45,142.15,255.3604,150.735,395.8169,966.1,102.295,111.35,603.7971,84.3,413.85,505.4137,163.5358,190.6282,177.601,163.5,96.875,335.425,78.6625,355.101,866.025,282.347,79.6513,364.6,1950.22,570.3968,337.55,42.4,105.866,166.855,90.35,134.0795,142.85,52.8325,94.925,1142.15,99,171.1108,116.7328,21.5893,67.565,347.15,263.56,741.4,106.1,13.56,116.2339,218.7,103.14,645.4,130.225,712.3,366.0545,59.0272,100.85,863.25,427.35,195.225,1641.867,249.8288,129.45,1712.95,686.5791,88.8565,15.5697,4759.4,343.275,387.9434,55.6191,175.1906,273.9735,247.6,10.533,913.6,46.5583,167.5,92.695,185.1,88.8333,88.4867,2174.7,210.0917,11.9124,26.15,113.1,291.94,137.825,23.8676,190.65,91.5035,304.9644,2085.91,53.69,476.7,95.55,123.13,127.75,35.375,36.475,812.825,35.3,129.8474,6142.95,1.515,179.25,105.99,266.2,39.77,169.791,77.2212,248.0601,84.7923,98.2,140.4284,445.4616,315.2,123.525,615.05,144.9,219.375,59.3121,1850.75,144,160.4094,9.825,32.77,61.6,23.59,89.5,67.4545,34.175,78.475,742.2126,83.9917,163.9187,69.21,198.75,349.35,175.25,56.95,392.95,152.75,115.2,63.3,63.65,367.5,1640.887,323.4802,711.0094,27,139.35,136.8636,41.1513,1245.664,10.4267,186.5009,368.6132,238.15,78,98.75,539.05,56.3,25.15,419.55,110.4,118.75,174.6,76.5377,41.8598,23.7526,275.05,165.8,42.1628,51.4,87.3372,115.75,186.95,36.0457,33.3,30.6162,52.15,128.312,388.95,35.11,63.7602,1824.95,155.7345,51.8832,393.9726,39.81,139.5,139.6417,76.2342,81,117.16,123.9878,11.3302,268.8,238.8807,18.5957,33.57,6.425,7.23,82.325,346.25,48.85,9.525,120.3963,90.021,22.025,46.05,97.825,35.1,601.1741,160.6,41.3,89.85,16.3868,71.05,33.465,193.85,212.2501,81.6324,43.8082,95.95,9.085,115.225,1135.6,45.0451,107.95,79.4,13.347,477.481,114.6,246.45,133.6,47.21,130.05,125.8,68.05,95,39.13,45.9,274.5,284.1599,5.94,26.125,103.714,151.8,12.475,50.8,60.0296,204.85,74.5,100.14,223.88,224.35,43.15,148.35,38.41,391.05,52.95,193.625,42.9341,285.8,271.6285,57.7067,82.7,156.2325,140.4,21.925,21.68,525.8,75.4,48.3461,62.5944,184.4317,207.6456,156.05,1785.15,56.02,98.95,104.85,273.3116,64.95,16.13,46.05,239.5,69.6,93.05,397.3101,26.25,81.35,826.1,243.15,39.1139,13.3313,58.3814,115.82,3.395,174.05,149.25,35.1682,38.4144,367.7,3.51,389.55,101.9373,130.7618,73.38,64.0167,216.65,316.3,48.75,77.2671,127.6,43.325,229.55,166.0001,57.81,43.9,39.8,463.7,1171.35,304,31.7,163.4573,35.8,40,24.335,12.955,84700,34.7185,69.1,24.7278,146.85,645.85,93.75,6.945,145.05,68.1,116.55,170.95,150.1,74.975,11.91,245.5347,57.3,46.975,68.3,83.3334,126.65,68.8,32.25,35.1,57.1,46.7,25.57,217.2625,204.15,283.9,33.425,153.75,82.31,42.9,64.5065,66.5,932,211.8,47.5334,72.0606,1212.732,16.8,55.9384,224.9,37.9,11.85,5.55,8.9257,80.5,129.98,55.6,194.4496,94.85,193.5,38.55,89.3573,37,135,50.35,41.225,9.45,102.35,89.55,17.75,320.0039,13.5782,41.2,32.455,41.4,143.7,76.5673,16.05,413.1,50.7,77.6,192.9,45.25,144.6549,352.8,29.5,31.0753,282.8939,8.85,311.55,1413.9,195.45,297.0074,88.34,62.5667,235.475,155.3416,471.3,109,1.4992,957.3,80.15,1101.231,83.9,62.6,29.9,35.55,33.9071,119.75,22.9875,20.85,165,414.2678,11.1489,18.65,23.05,573.7714,131.4,937.35,88.45,209.7,103.95,148.95,71.6093,182.1099,550.3,528.9,11.86,881.5,206.9,41.75,125.0874,11.35,230.3,127.8135,158.0025,55.5759,230.9,175.2,54.05,66.6141,3.435,59.777,43.3,91.7295,30.1,540.95,74,21.35,236.5,14.4,153.3106,50.25,92.09,489.5,25.4,21.05
2010-01-05,535.35,370.1542,170.72,325.0985,161.4637,263.85,229.205,66.2232,536.69,330.35,207.7625,139.3482,94.1304,84.9081,179.1178,353.9327,753.0674,202.56,1515.85,145.065,261.2694,155.265,402.7502,986.1,113.49,115.19,618.4216,84.5625,416.9,511.8857,160.6863,195.8174,175.6477,175.2,97.65,334.9,78.9625,366.8326,870.025,287.5448,81.576,369.45,2032.355,573.1273,331.5,42.9,104.2717,167.105,90.4834,136.0336,142.7,53.0255,102.285,1177.45,105.05,166.3819,117.7594,21.625,65.31,366.375,266.93,733.5,105.3,13.64,121.9339,222.5375,106.12,650.35,132,727.45,368.0926,59.2106,113,865,425.85,194.75,1658.914,245.1554,133.8,1717.4,684.8299,88.3425,15.8267,4705.55,342.725,394.752,56.7195,174.841,270.7415,254.55,10.377,901.75,46.4666,171.75,91.625,187.96,88.8888,90.7667,2197.5,223.0424,11.9124,25.825,114.85,287.68,140.725,25.1471,190.05,89.8296,303.143,2063.796,54.48,479.95,93.65,123.47,130.55,35.375,37.3,808.4,35.6,131.2615,6160.6,1.505,178.6,105.085,273.75,40.09,167.9431,76.803,250.1101,84.8605,97.025,142.4798,447.7519,320,128.6,611.85,144.6,252.675,61.2611,1850.4,141.55,160.0055,9.845,32.19,63.2,23.94,92.4,67.8415,33.625,77.375,744.2205,84.2834,163.0203,69.6,205.45,349.95,175.2,55.95,396.7,165.5,118.15,61.35,63.25,362.45,1636.622,324.7202,699.419,27.125,144.75,133.5888,40.969,1267.896,10.3245,183.5033,379.0461,239.2,80.8,101.1,552.15,56.15,25.69,415.15,113.75,122.25,178.15,76.0738,45.4909,23.553,284.55,169.27,41.2989,53.55,86.7715,115.3,185.6,36.0707,35.95,30.7536,52.05,134.9788,396.85,34.66,67.1693,1913.5,153.3968,51.6782,393.2742,42.51,140.8,138.6144,79.5189,80.85,118.81,122.0837,11.3202,268.15,238.5544,18.7387,33.56,6.3679,7.59,83.225,353.85,50.2,9.3,118.7389,90.5702,22.5875,47.6,97.65,35.75,602.4596,162.1,40.25,92.45,16.5154,72.6,32.845,188.6,223.4751,83.6842,44.5474,97.225,9.085,117.05,1134.6,45.0451,108.25,81.25,13.755,487.1085,118,251.7,134.8,48.95,136.05,127.05,69.15,92.775,43.23,46.65,258.675,285.4905,6.24,25.725,106.3307,153.3,12.35,51.65,60.4791,206.3,76.3,101.13,225.11,227,43.125,159.45,38.12,393.65,52.9,190.625,43.0776,288.2,271.3208,56.96,84.1,157.0821,143.8,21.63,22.77,534.35,79.4,47.1305,64.6276,181.6018,205.8234,160.45,1840.4,55.67,97.2,107.25,273.1634,65.15,16.85,46.3,239.875,71.15,91,392.8128,26.05,83.65,826.15,232.6,39.9523,13.2063,60.8683,111.765,3.34,174.25,150.6,36.3654,37.9478,366.35,3.525,388.6375,103.5592,128.902,74.74,65.8334,217.15,319,47.67,79.9671,128.1,41.955,246.4,176.9001,58.805,44.15,39.6,457.85,1192.3,304,31.74,166.4668,37.85,41.45,25.785,12.89,87000,35.3232,67.7,24.4736,149.2,663.6,94.25,6.9,149.55,68.9,117.8,170.7,151.6,75.625,11.765,244.9901,58,46.57,67.95,90.0334,125.95,69.25,31.65,35.7,60.65,46.3,25.54,222.9996,205.875,282.4,33.225,163.2,84.61,42.85,64.3569,68.65,925.3,222.3,48.5334,71.1509,1225.579,16.35,55.2717,231.7,37.6,11.75,5.65,8.9538,83.75,133.94,55.5,196.0542,95.25,194,38.5,88.9811,37.1,139,51.45,41.075,9.35,103.15,89.05,17.95,317.6934,13.5012,41.95,33.645,42,143.25,77.3234,16.85,408.3,49.6,85.75,198.1,46.15,141.9888,360.05,30.55,31.7933,288.6859,8.55,307.15,1473.95,196.25,297.6035,87.65,63.4,251.175,152.3353,471.45,114.45,1.4795,961.2,84.15,1111.061,83.2,63.15,30.65,36.1,35.2404,129.2,23.9625,21.1,167,417.7347,11.168,18.8,22.6,575.9059,134.65,941.65,89.2,214.4,106,148.15,74.4916,191.0089,547.6,530.7,12.2243,895,207,41.65,129.3903,11.35,228.1,134.3072,158.6681,55.8748,229.5,181.35,58,65.5391,3.5906,61.919,44.15,90.9838,30,541.35,73.55,21.3,234.7,14.3,157.1819,51.65,90.02,502.3,25.05,21.35
2010-01-06,544,361.7847,170.835,320.3548,162.7,265.35,230.58,67.1754,539.27,326.85,210.2875,136.5305,91.2899,85.107,178.5787,345.5817,744.7341,199.16,1461.65,147.4,287.0543,157.28,407.8335,987.3,114.895,120.9,611.7048,85.1625,412.45,514.4054,160.9337,193.8458,174.8051,171.05,110.175,343.9,78.85,382.0187,856.575,294.442,82.9084,378.55,2106.043,579.0273,344.9,42.74,102.7018,165.585,88,142.3448,146.1,53.0602,103.885,1207.65,107.45,171.0239,116.9719,21.7857,64.765,353.925,276.91,726.55,105.95,13.64,119.7673,221.4125,106.77,641.25,130.775,724.4,384.8444,58.8106,112.85,859.85,427.15,193.7,1634.227,249.666,135.1,1695.4,685.0542,86.5712,15.4987,4629.4,343.65,396.6973,54.7029,178.6864,280.1495,248.35,10.254,907.6,48.4666,172.2,90.745,187.07,86.6444,91.5534,2184.7,220.7497,11.8884,25.875,115.1,293.84,144.125,24.6618,200.25,88.2846,311.893,2059.32,53.71,472.95,96.85,123.94,129.85,34.025,38.25,819.25,36.25,134.167,6090.4,1.5,176.75,105.39,271.7,39.52,166.9821,75.5282,249.7601,85.3676,96.85,141.832,467.9231,313.05,130.3,639.15,149.6,237.8,61.3054,1840,140.7,159.7139,9.725,32.52,64.75,24.395,93.35,67.1766,34.8,78.175,740.0472,82.6167,162.1617,69.01,215.15,347.45,179.95,56.15,400.05,166.4,117.6,61.5,64.95,372.75,1608.405,323.5002,674.7395,26.825,141.5,137.6717,40.6956,1249.83,10.2312,177.9577,367.6738,239.15,84.825,100.65,545.65,57.25,24.92,416.05,115.85,121.1,177.2,81.4715,46.7565,23.3534,281.15,169.54,41.4717,52.35,86.7383,114.75,184.35,35.6832,37.35,30.106,52.35,138.9885,400,34.37,64.8198,1953.6,151.3575,50.4688,389.6822,43.18,142,139.8129,81.1612,84.25,118.05,124.9177,11.2108,266.1,239.294,18.6314,36.92,6.3286,7.81,85.275,362.45,49.3,9.46,116.9205,100.5559,22.575,46.75,96.45,36.1,596.2615,159.1,40.85,93.3,16.6532,73.65,32.99,194.325,223.6751,83.8796,44.3995,95.15,9.185,122.425,1139.6,46.1462,108.8,84.2,13.419,537.4405,117.05,251.8,136.9,48.63,137.6,127.35,70.95,92.5,43.78,46.5,260.225,282.0566,6.56,25.075,109.5323,152.2,12.625,50.75,60.3792,205.3,75.35,100.5,226.96,231.9,42.7375,161.3,41.94,398.45,52.35,190,44.4178,293.3,275.8582,56.7867,85.7,157.3951,142,22.075,23.59,534.95,78.9,46.7506,64.1168,182.7912,207.69,158.95,1853.35,56.57,97.6,106.4,273.4598,69.1,17.12,49,236.575,69.15,87.9,394.989,25.85,85.65,852.05,237.35,40.3515,13.4,60.3438,131.14,3.27,176.25,150.1,36.0661,37.4188,365.65,3.46,388.75,104.5385,130.629,73.44,66.0667,228.05,343.45,47.14,81.6671,131.5,41.52,257.55,170.5001,59.58,44,39.05,459.8,1163.75,295.8,31.3,165.8219,37.45,41.5,25.685,12.955,86100,34.7383,69,25.6719,150.45,680.1,95.4,6.81,154.2,72.45,120.1,168.62,153.5,76.4,12.215,244.1732,57.5,45.705,66.5,93.0667,126.25,69.15,31.2,36.95,59.85,45.85,26.43,222.0018,210.775,287.35,33.975,160.35,82.84,43.9,63.8081,67.5,914.7,215.85,49.8,76.6096,1212.36,16.75,54.567,232.1,38.15,11.6,5.45,9.2163,85.5,133.18,57,199.9812,93.9,191.9,38.55,88.9469,36.15,136.15,51.25,40.5125,9.4,102.35,89,18.45,321.4826,13.3519,42.75,32.55,43.35,146.35,75.652,16.95,416.05,50.15,84.2,203.85,45.05,144.3883,366.5,31.65,31.5827,285.8999,8.4,311.45,1566.1,192.3,292.0399,86.87,63.6667,246.15,151.8425,469.55,112.25,1.4745,947.65,86.05,1106.273,83.45,64.9,31.6,35.05,35.1255,127.05,25.2,20.7,168.2,416.9009,11.4157,18.75,23.05,574.0196,134.6,1102.05,87.4,218.1,105.7,152.95,73.7462,200.5961,546.35,516.1,12.4132,909,208.05,42.25,136.1844,11.3,228,128.0375,158.6265,54.1311,229.65,181.8,60.9,64.2003,3.5872,61.8692,41.95,90.4866,30.8,557.25,72.7,21.5,231.9,14.15,162.3435,50.2,88.36,514.1,24.6,21.3
2010-01-07,553.025,351.7166,171.28,313.1554,161.1637,264.8,229.29,66.7673,529.23,329.4,212.65,134.1084,89.3426,84.8418,176.7569,342.8799,741.1563,200.57,1453.3,151.065,275.208,154.885,408.2669,978.35,112.445,119.47,619.0885,85.9125,407.8,503.0916,155.4327,203.1438,174.8434,175.15,105.175,354.95,77.6125,373.302,841.55,288.8318,80.9344,374.5,2238.612,600.3843,342.05,42.56,100.7089,164.905,87.3,142.9335,142.8,53.4066,104.25,1188.95,104.95,167.6106,119.9109,21.8036,63.86,356.925,272.81,703.6,105.8,13.61,118.6339,219.375,107.41,628.15,129.025,720.8,385.938,58.4757,113.1,870,419.85,198.675,1650.08,241.9468,133.2,1653.2,701.7387,85.6481,15.8157,4704.45,346.775,399.9557,54.8473,183.8802,272.1921,241.6,10.152,913.35,48.3583,168.85,88.875,184.5,86.4666,91.6134,2153.7,218.9837,11.8046,26.425,114.75,288.13,141.55,24.5294,209.9,87.512,306.5001,2038.96,52.8,487.5,98.25,122.89,129.95,33.675,38.175,824.35,35.6,134.2442,6216.2,1.56,174.15,104.6,269.15,39.24,163.9884,74.9805,248.2801,82.4911,98.075,138.8952,465.7319,310.4,128.525,631.75,152.55,237.5,61.1282,1855,140.9,169.473,10.53,33.09,63.3,24.59,94,67.2957,34.3,78.4,749.1024,85.7,165.7755,68.9,217.2,348.2,178.25,55.5,395.45,165.05,116.75,61.3,64.4,369.6,1621.001,321.2668,669.7936,27.1,140.4,135.7578,40.6045,1284.897,10.4889,174.1607,356.0047,242.05,84.025,99.3,557.5,57.35,24.62,415.95,114.65,118.15,177.05,82.1462,46.2989,24.9503,275,167.22,42.0592,51.5,88.6347,115.35,184.15,35.9415,39.1,30.1355,52.05,139.1818,402,37.81,67.0311,2179.8,145.3638,49.8948,393.7731,42.995,140.55,136.4229,80.9406,83.75,122.53,125.3162,11.3401,262.85,248.9963,18.7029,36.79,6.3821,7.74,85.75,360.3,48.4,9.315,115.762,99.9068,23.35,46.3,96.55,35.45,598.603,161.25,40.05,91.95,16.6807,73.2,33.055,198.175,223.6751,82.8537,44.1039,94.95,9.265,121.575,1144.15,45.8259,111.1,84.3,13.008,527.1147,117.5,272.85,134.25,48.13,136.2,127.95,70.65,92.675,43.27,45.5,261.6,287.2504,6.89,25.325,109.7478,166.95,12.8,50.2,61.428,219.9,75.85,98.72,233.79,235.05,43.025,161.4,43.04,395.6,52.6,192.175,47.5769,300.3,276.5119,57.7067,84.15,155.45,141,22.055,23.48,536.7,83.15,46.7506,65.6326,180.3304,205.8011,159.55,1802.7,56.31,101.6,104.95,271.8292,69.95,16.775,50.1,244.25,69.4,90.5,399.583,25.8,86.15,846.85,233.35,40.5261,13.1938,62.154,133.45,3.38,181.55,150.15,36.3155,37.3515,374.7,3.4275,386.9875,105.5484,132.0902,71.65,68.1834,221.75,360.25,48.05,82.7004,129.45,41.985,251.35,169.6668,59.27,43.1,42.45,482.65,1165.8,296.85,31.46,166.1658,37.65,42.05,25.29,12.86,87050,33.6379,67.95,25.5993,150.25,676.1,99.7,6.895,156.85,70.95,123.1,173.61,158.75,76.15,12.31,257.2442,58.9,46.425,66.95,93.2,125.35,70.45,30.4,37.1,59.4,46.65,26.09,222.3012,212.5,280.7,34.075,158.7,98.45,43.65,64.1573,67.4,934.3,215.75,48.3,74.897,1233.27,16.8,54.286,231,38.65,11.55,5.45,9.4414,87.6,133.92,57.25,195.5897,92.65,187.1,37.7,90.5542,37.9,135.6,50.55,40.175,9.35,102.1,89.6,20.075,321.2054,13.1663,42.8,32.875,43.35,146.95,80.6663,16.8,417,53.5,84.65,200.95,45.2,140.2748,365.05,33.25,31.9082,282.1607,8.9,308.05,1583.15,194.6,295.3681,85.69,64.6667,246.775,146.4706,462.75,116.95,1.4745,948.35,82.85,1159.447,83.65,63.65,30.75,36.25,34.5968,123.35,24.825,21.45,168.4,420.6749,11.5491,20,22.9,584.4933,136.95,1078.7,87.7,215.65,108.85,156.5,73.1002,203.4401,540.1,517.3,12.2243,891,205.1,42,139.657,11.7,233.4,131.5754,157.0457,53.6827,223.75,183.9,59.3,63.9366,3.5972,60.6238,39.85,91.1329,33.9,568.5,73.65,22.1,230.2,14.25,165.8177,50.45,88.3,520.25,24.4,21
