2019-01-01,IFCI,SAREGAMA,MANALIPETC,ZYDUSWELL,TECHM,BAJFINANCE,FDC,HCC,DISHTV,MINDTREE
2019-01-02,ELECTCAST,MANALIPETC,VLSFINANCE,REDINGTON,EVEREADY,GESHIP,DIGISPICE,AUROPHARMA,KOPRAN,SHREECEM
2019-01-03,DHANI,TV18BRDCST,GESHIP,VTL,MOREPENLAB,DELTACORP,ICICIBANK,JSWENERGY,DWARKESH,NCLIND
2019-01-04,NCLIND,NFL,APOLLOHOSP,FDC,NATCOPHARM,JAICORPLTD,GESHIP,DEN,VTL,DELTACORP
2019-01-07,TATACOMM,TECHM,APOLLOHOSP,AUROPHARMA,PANACEABIO,FDC,DELTACORP,SUNDRMFAST,NFL,ITI
2019-01-08,INDORAMA,TORNTPHARM,TECHM,IRB,VTL,BALMLAWRIE,TV18BRDCST,BHARTIARTL,DISHTV,JSWENERGY
2019-01-09,BALMLAWRIE,CLNINDIA,KOPRAN,AUROPHARMA,CIPLA,SHREECEM,TORNTPHARM,ORIENTPPR,IDBI,IRB
2019-01-10,ZFCVINDIA,TECHM,JAYAGROGN,CUMMINSIND,IRB,SHREECEM,EVEREADY,HINDOILEXP,MANALIPETC,VTL
2019-01-11,ZFCVINDIA,RAIN,ADORWELD,IDBI,TATACOMM,RELIGARE,EVEREADY,PNB,GRASIM,SHREECEM
2019-01-14,ZFCVINDIA,ASTRAMICRO,GRASIM,DEN,TV18BRDCST,VTL,HINDALCO,TATACOMM,PIDILITIND,AUROPHARMA
2019-01-15,ASTRAMICRO,RAIN,NFL,EPL,PNB,BALMLAWRIE,TATACOMM,POONAWALLA,ZFCVINDIA,DELTACORP
2019-01-16,SOBHA,REDINGTON,CLNINDIA,ASIANPAINT,ASTRAMICRO,APOLLOHOSP,CIPLA,HINDALCO,WELSPUNIND,TATACOMM
2019-01-17,DVL,BALMLAWRIE,MINDTREE,SHREECEM,PIDILITIND,NATCOPHARM,REDINGTON,IRB,DCW,KOPRAN
2019-01-18,JYOTHYLAB,PTC,UNIONBANK,DELTACORP,DIGISPICE,ZEEMEDIA,MIRZAINT,INFY,BLUESTARCO,DEN
2019-01-21,PTC,ELECTCAST,OFSS,ADANIPORTS,MANGLMCEM,CGPOWER,MINDTREE,BALMLAWRIE,DCW,M&M
2019-01-22,TTML,IRB,PIDILITIND,3IINFOLTD,TNPETRO,TV18BRDCST,MINDTREE,AUROPHARMA,PTC,MANGLMCEM
2019-01-23,SANOFI,DEN,HINDALCO,NRBBEARING,NFL,VTL,3IINFOLTD,TV18BRDCST,ICICIBANK,TATACOMM
2019-01-24,ALOKINDS,SANGAMIND,CUMMINSIND,JAYAGROGN,EKC,DCW,SHRIRAMCIT,FDC,CIPLA,DEN
2019-01-25,PFC,CENTRALBK,PTC,ALOKINDS,CUMMINSIND,JAYAGROGN,HCL-INSYS,VIMTALABS,JKPAPER,HINDALCO
2019-01-28,PTC,FDC,PFC,SANGAMIND,THERMAX,TECHM,HLVLTD,PHOENIXLTD,SPARC,NRBBEARING
2019-01-29,SANGAMIND,FDC,TECHM,KARURVYSYA,ATUL,MTNL,JPPOWER,ADSL,SPIC,THERMAX
2019-01-30,TECHM,ADSL,PFC,KARURVYSYA,JPPOWER,ZENSARTECH,ALOKINDS,IFCI,ANDHRSUGAR,MANGCHEFER
2019-01-31,DVL,ZENSARTECH,CUB,HLVLTD,JISLJALEQS,RELINFRA,MRPL,GILLETTE,DEN,DELTACORP
2019-02-01,HLVLTD,DVL,RELINFRA,ALOKINDS,PRSMJOHNSN,DEN,RSWM,TTKPRESTIG,TTML,ZENSARTECH
2019-02-04,ANDHRSUGAR,HLVLTD,GABRIEL,BAJAJFINSV,INGERRAND,KEC,GSPL,TATACOMM,HCL-INSYS,DELTACORP
2019-02-05,APTECHT,GABRIEL,ANDHRSUGAR,PRSMJOHNSN,ELECON,EXIDEIND,KSCL,VESUVIUS,VOLTAS,JISLJALEQS
2019-02-06,JKPAPER,BALRAMCHIN,APTECHT,PRSMJOHNSN,NOCIL,ANDHRSUGAR,JINDALSAW,KOTAKBANK,MADRASFERT,KSCL
2019-02-07,JINDALSAW,GEPIL,BALRAMCHIN,ZENSARTECH,HDFC,ELECON,JKPAPER,ELECTCAST,PCBL,EXIDEIND
2019-02-08,SCHAEFFLER,GEPIL,RAIN,ZENSARTECH,BALRAMCHIN,HLVLTD,HDFC,ATFL,HINDALCO,NOCIL
2019-02-11,JAYAGROGN,SCHAEFFLER,GILLETTE,FINPIPE,GABRIEL,MCDOWELL-N,BALRAMCHIN,NATCOPHARM,JAICORPLTD,HCLTECH
2019-02-12,GILLETTE,JAYAGROGN,ZENSARTECH,TNPL,HDFCBANK,FINPIPE,MCDOWELL-N,IDFC,PRSMJOHNSN,HCLTECH
2019-02-13,KOTAKBANK,VOLTAS,HDFCBANK,GFLLIMITED,GILLETTE,JAYAGROGN,PNBGILTS,ICICIBANK,DRREDDY,FINPIPE
2019-02-14,TECHM,KOTAKBANK,SCI,ATUL,SUPREMEIND,ICICIBANK,PANACEABIO,RTNPOWER,SOBHA,GILLETTE
2019-02-15,TATACOFFEE,SCI,GEPIL,AARTIIND,IDFC,RCOM,RAIN,JINDALPOLY,RAMCOCEM,REDINGTON
2019-02-18,EPL,AARTIIND,SANOFI,SCI,RCOM,ICICIBANK,JINDALPOLY,ZEEL,BIOCON,TATACOFFEE
2019-02-19,SANOFI,AARTIIND,BIOCON,PANACEABIO,ICICIBANK,BOMDYEING,SCI,ASAHIINDIA,RCOM,ADANIPORTS
2019-02-20,ASAHIINDIA,COFORGE,PANACEABIO,GLAXO,ICICIBANK,IDFC,PCBL,ATUL,SARDAEN,GEPIL
2019-02-21,JAYAGROGN,ELECTCAST,VEDL,ICICIBANK,ISMTLTD,TCI,INDIACEM,MCDOWELL-N,DEN,BOMDYEING
2019-02-22,ZENSARTECH,IFCI,SANOFI,IDFC,PANACEABIO,VOLTAMP,DIGISPICE,JISLJALEQS,ELECTCAST,VEDL
2019-02-25,TCI,ZENSARTECH,ELECTCAST,ALLCARGO,IFCI,NTPC,BAJAJHLDNG,DIGISPICE,SUNDARMFIN,GRASIM
2019-02-26,ZENSARTECH,NATIONALUM,JPPOWER,MUKANDLTD,GLENMARK,DEN,MANGCHEFER,IIFL,INFY,TAJGVK
2019-02-27,KTKBANK,SUNDARMFIN,EIDPARRY,VTL,JAYAGROGN,DIGISPICE,HCC,REDINGTON,BLUESTARCO,MANGCHEFER
2019-02-28,IIFL,DEN,VTL,MOTILALOFS,BIRLACORPN,IFBAGRO,SEPC,SHRIRAMCIT,DREDGECORP,REDINGTON
2019-03-01,TECHM,IIFL,JPASSOCIAT,ANDHRSUGAR,JAYAGROGN,DEN,MOTILALOFS,MINDTREE,ZFCVINDIA,JSL
2019-03-05,TECHM,RAIN,APTECHT,ZFCVINDIA,MPHASIS,HINDZINC,FIEMIND,SOUTHBANK,CEATLTD,DCW
2019-03-06,GUJALKALI,RAIN,FINPIPE,HLVLTD,APTECHT,CERA,KTKBANK,VESUVIUS,DEN,NFL
2019-03-07,HLVLTD,TECHM,ZENSARTECH,CEATLTD,FINPIPE,FIEMIND,SUNDRMFAST,LUPIN,DCW,SRF
2019-03-08,ZENSARTECH,FINPIPE,IFBAGRO,NHPC,GRASIM,KTKBANK,HINDALCO,NFL,UBL,CERA
2019-03-11,ZENSARTECH,SANGAMIND,DEN,FIEMIND,TECHM,GRASIM,NFL,MOTILALOFS,CGPOWER,BIRLACORPN
2019-03-12,ZENSARTECH,MPHASIS,TECHM,GAEL,VOLTAS,ASIANPAINT,SRF,BALMLAWRIE,UBL,KRBL
2019-03-13,ZENSARTECH,BHARATFORG,SRTRANSFIN,NILKAMAL,EIHOTEL,TAJGVK,DHANI,FEDERALBNK,TATACOMM,NDTV
2019-03-14,ZENSARTECH,IDBI,HTMEDIA,DEN,TATACOMM,UBL,HEROMOTOCO,FEDERALBNK,EMAMILTD,NFL
2019-03-15,EIDPARRY,AKZOINDIA,M&M,TCS,SUNDRMFAST,BALMLAWRIE,REDINGTON,SEPC,LUPIN,SHRIRAMCIT
2019-03-18,TATAINVEST,UBL,JPASSOCIAT,DABUR,CIPLA,ONGC,WELCORP,EIHOTEL,NAVNETEDUL,EIDPARRY
2019-03-19,DCBBANK,MARKSANS,DABUR,ZFCVINDIA,GABRIEL,GESHIP,HTMEDIA,INFY,JPASSOCIAT,PIDILITIND
2019-03-20,TITAN,DCBBANK,MANGCHEFER,HEIDELBERG,PIDILITIND,ZYDUSWELL,IGL,DABUR,BALMLAWRIE,SRF
2019-03-22,DCBBANK,TAJGVK,SHRIRAMCIT,KESORAMIND,VISAKAIND,AUROPHARMA,BANKBARODA,BAJAJ-AUTO,NAVINFLUOR,PATELENG
2019-03-25,CERA,HLVLTD,UBL,NATCOPHARM,BALAJITELE,PFOCUS,CIPLA,TRENT,MANGLMCEM,SHREECEM
2019-03-26,CERA,JPASSOCIAT,VESUVIUS,TECHM,UBL,PFOCUS,CIPLA,AKZOINDIA,ONGC,NIITLTD
2019-03-27,CERA,AARTIDRUGS,PFOCUS,THOMASCOOK,PATELENG,RAMCOIND,TV18BRDCST,TVSMOTOR,HINDUNILVR,63MOONS
2019-03-28,INFY,YESBANK,HCLTECH,EVEREADY,NHPC,DABUR,HINDUNILVR,JPASSOCIAT,BALMLAWRIE,DISHTV
