2015-01-01,TNPETRO,BIOCON,KCP,GIPCL
2015-01-02,FSL,MOREPENLAB,MMFL,HINDZINC
2015-01-05,SUZLON,BANKINDIA,TIMKEN,GIPCL
2015-01-06,PRSMJOHNSN,IOC,BANKINDIA,CERA
2015-01-07,LAOPALA,INDORAMA,VIPIND,CLNINDIA
2015-01-08,IOC,VIMTALABS,MARKSANS,SAREGAMA
2015-01-09,CHENNPETRO,SWARAJENG,JBCHEPHARM,WIPRO
2015-01-12,MFSL,PURVA,ICRA,ATUL
2015-01-13,ASAHIINDIA,SASKEN,FSL,JAICORPLTD
2015-01-14,ANDHRSUGAR,JSWSTEEL,GEPIL,ASTRAMICRO
2015-01-15,NETWORK18,BLUESTARCO,PGHH,ASTRAMICRO
2015-01-16,SAREGAMA,GIPCL,ACE,FSL
2015-01-19,SAREGAMA,TIMKEN,IFBAGRO,ICRA
2015-01-20,SAREGAMA,CEATLTD,MUKANDLTD,PRSMJOHNSN
2015-01-21,CUMMINSIND,DALMIASUG,AIAENG,CENTRALBK
2015-01-22,JINDALPOLY,FSL,TORNTPOWER,SCHAEFFLER
2015-01-23,SCHAEFFLER,BAJAJHIND,VAIBHAVGBL,OIL
2015-01-27,FSL,MANALIPETC,INDORAMA,RAJESHEXPO
2015-01-28,CCL,SCHAEFFLER,SKFINDIA,GIPCL
2015-01-29,RENUKA,SHILPAMED,VIMTALABS,OIL
2015-01-30,MOTILALOFS,NESCO,JCHAC,GNFC
2015-02-02,JBCHEPHARM,MAHSEAMLES,NILKAMAL,SASKEN
2015-02-03,TTKPRESTIG,RAJESHEXPO,JAYAGROGN,JKTYRE
2015-02-04,J&KBANK,JAICORPLTD,MFSL,SUPREMEIND
2015-02-05,INDUSINDBK,KTKBANK,EIDPARRY,HTMEDIA
2015-02-06,ANDHRSUGAR,TVTODAY,JPPOWER,ASTRAMICRO
2015-02-09,CESC,TATAPOWER,ICRA,JAYAGROGN
2015-02-10,SHANTIGEAR,ANANTRAJ,AIAENG,ICRA
2015-02-11,VIMTALABS,ISMTLTD,SUVEN,NIITLTD
2015-02-12,NATIONALUM,KRBL,RENUKA,RADICO
2015-02-13,IOB,ZFCVINDIA,KABRAEXTRU,ISMTLTD
2015-02-16,NBVENTURES,KCP,HCC,DVL
2015-02-18,GLAXO,ZFCVINDIA,TVTODAY,SCHAEFFLER
2015-02-19,NAUKRI,JINDALPOLY,MRPL,IOB
2015-02-20,SRTRANSFIN,UNIONBANK,INDUSINDBK,MRF
2015-02-23,CIPLA,RENUKA,VIMTALABS,BANKINDIA
2015-02-24,SASKEN,SPIC,VAIBHAVGBL,WIPRO
2015-02-25,TATAMETALI,JAYAGROGN,NATIONALUM,GREENPLY
2015-02-26,ISMTLTD,SASKEN,JKTYRE,JAYAGROGN
2015-02-27,SRTRANSFIN,PNBGILTS,RALLIS,BIOCON
2015-03-02,MANALIPETC,NELCO,OFSS,MINDTREE
2015-03-03,BBL,LAXMIMACH,SUNFLAG,CERA
2015-03-04,GFLLIMITED,WIPRO,ASAHIINDIA,IOB
2015-03-05,TORNTPOWER,INOXLEISUR,RAJESHEXPO,SASKEN
2015-03-09,PFIZER,KCP,ISMTLTD,FSL
2015-03-10,ANANTRAJ,SANGAMIND,BHARATFORG,TNPL
2015-03-11,HTMEDIA,SAREGAMA,NIITLTD,IOB
2015-03-12,GABRIEL,TIDEWATER,NIITLTD,YESBANK
2015-03-13,TCI,SCHAEFFLER,ISMTLTD,TIMKEN
2015-03-16,MFSL,VIMTALABS,HTMEDIA,INDORAMA
2015-03-17,SAREGAMA,KCP,MANALIPETC,SHANTIGEAR
2015-03-18,LT,SPIC,SCHAEFFLER,BAJAJHIND
2015-03-19,DLF,ZFCVINDIA,NAVNETEDUL,LAOPALA
2015-03-20,GILLETTE,SCHAEFFLER,IRB,BRIGADE
2015-03-23,SCHAEFFLER,BHARATFORG,BRIGADE,VSTIND
2015-03-24,INDORAMA,HONAUT,GMRINFRA,LAOPALA
2015-03-25,LAOPALA,PEL,SHANTIGEAR,SCHAEFFLER
2015-03-26,INDORAMA,SCHAEFFLER,MANGLMCEM,GODREJCP
2015-03-27,BHARATFORG,JMCPROJECT,LUPIN,VINATIORGA
2015-03-30,BHARATFORG,HCC,AIAENG,HTMEDIA
2015-03-31,VSTIND,HCC,FSL,SCHAEFFLER
2015-04-01,VINATIORGA,IOB,MRF,LAOPALA
2015-04-06,SASKEN,THOMASCOOK,HTMEDIA,INDUSINDBK
2015-04-07,HCC,JINDALPOLY,TRENT,BHARATFORG
2015-04-08,BHARATFORG,JMFINANCIL,SCHAEFFLER,IFCI
2015-04-09,UNICHEMLAB,TIRUMALCHM,RELIANCE,SAREGAMA
2015-04-10,SUNTECK,BHARATFORG,LAOPALA,LICHSGFIN
2015-04-13,YESBANK,LICHSGFIN,DWARKESH,CIPLA
2015-04-15,M&MFIN,DWARKESH,TTML,SPIC
2015-04-16,INDUSINDBK,GODREJIND,SRTRANSFIN,SCHAEFFLER
2015-04-17,COSMOFILMS,RENUKA,NIITLTD,GRANULES
2015-04-20,RAMCOCEM,RSWM,IIFL,BIOCON
2015-04-21,OIL,MAHLIFE,SAREGAMA,COSMOFILMS
2015-04-22,VAIBHAVGBL,GTLINFRA,NIITLTD,SRTRANSFIN
2015-04-23,NLCINDIA,GEPIL,SAREGAMA,BHARATFORG
2015-04-24,KCP,WIPRO,JKPAPER,RENUKA
2015-04-27,SANGHVIMOV,OIL,TATACOFFEE,SASKEN
2015-04-28,DCMSHRIRAM,UNICHEMLAB,SASKEN,FACT
2015-04-29,HONAUT,TORNTPOWER,KAJARIACER,KPRMILL
2015-04-30,SAREGAMA,GREENPLY,SUPRAJIT,POWERGRID
2015-05-04,ZEEL,SUPRAJIT,LAOPALA,SCHAEFFLER
2015-05-05,JKPAPER,APOLLOTYRE,SASKEN,RENUKA
2015-05-06,MRF,LAOPALA,WIPRO,RENUKA
2015-05-07,HCLTECH,NIITLTD,JMFINANCIL,LAOPALA
2015-05-08,ADORWELD,SASKEN,SEPC,RENUKA
2015-05-11,TORNTPOWER,TNPL,SHANTIGEAR,RENUKA
2015-05-12,KRBL,NCLIND,TNPL,LAOPALA
2015-05-13,MANGLMCEM,LINDEINDIA,NIITLTD,ZENSARTECH
2015-05-14,FSL,INDORAMA,MRF,RENUKA
2015-05-15,GABRIEL,RENUKA,HCLTECH,SANOFI
2015-05-18,WIPRO,JMCPROJECT,BEML,LAOPALA
2015-05-19,INDORAMA,RENUKA,SAREGAMA,BAJAJHLDNG
2015-05-20,TWL,BHARATFORG,KAJARIACER,LAOPALA
2015-05-21,TATAELXSI,NAUKRI,GRASIM,GHCL
2015-05-22,BHARATFORG,NBVENTURES,NIITLTD,JINDALPOLY
2015-05-25,IFBIND,INDHOTEL,USHAMART,MRF
2015-05-26,VAIBHAVGBL,MFSL,WIPRO,JSWSTEEL
2015-05-27,GLAXO,JMFINANCIL,GRASIM,UCOBANK
2015-05-28,ASAHIINDIA,USHAMART,NIITLTD,SRTRANSFIN
2015-05-29,ICRA,NATIONALUM,ZENSARTECH,PTC
2015-06-01,NAVNETEDUL,TCS,CUMMINSIND,ICRA
2015-06-02,BHARATFORG,JINDALPOLY,CUB,SCHAEFFLER
2015-06-03,IOC,SWARAJENG,CENTRALBK,CUB
2015-06-04,TRIVENI,APOLLOTYRE,CONCOR,NIITLTD
2015-06-05,VGUARD,NIITLTD,MANALIPETC,UNIONBANK
2015-06-08,NMDC,BAJAJHIND,ASAHIINDIA,USHAMART
2015-06-09,GLOBUSSPR,GET&D,LAOPALA,NIITLTD
2015-06-10,JKPAPER,NDTV,DWARKESH,MAHLIFE
2015-06-11,CYIENT,BAJAJHIND,NDTV,NESCO
2015-06-12,TIMKEN,FINPIPE,BHARATFORG,VSTIND
2015-06-15,RELINFRA,SANGHVIMOV,MAHLIFE,SCHAEFFLER
2015-06-16,POLYPLEX,LAOPALA,LINDEINDIA,MAHSEAMLES
2015-06-17,NIITLTD,CERA,YESBANK,INSECTICID
2015-06-18,ZEEL,NIITLTD,APOLLOTYRE,SASKEN
2015-06-19,ANDHRSUGAR,HINDZINC,LINDEINDIA,SCHAEFFLER
2015-06-22,FINPIPE,JSL,GLENMARK,HONAUT
2015-06-23,FINPIPE,BHARATFORG,PIDILITIND,SASKEN
2015-06-24,FINPIPE,CONCOR,KCP,VAIBHAVGBL
2015-06-25,HAVELLS,BHARATFORG,MARKSANS,INDUSINDBK
